,id,message_date,user_id
234,1000_234,2018-08-29,1000
235,1000_235,2018-12-23,1000
236,1000_236,2018-07-02,1000
237,1000_237,2018-12-02,1000
238,1000_238,2018-09-11,1000
239,1000_239,2018-11-03,1000
240,1000_240,2018-12-18,1000
241,1000_241,2018-06-12,1000
242,1000_242,2018-08-30,1000
243,1000_243,2018-07-08,1000
244,1000_244,2018-06-20,1000
245,1000_245,2018-06-16,1000
246,1000_246,2018-09-02,1000
247,1000_247,2018-07-27,1000
248,1000_248,2018-09-26,1000
249,1000_249,2018-12-04,1000
250,1000_250,2018-08-14,1000
251,1000_251,2018-11-28,1000
252,1000_252,2018-10-19,1000
253,1000_253,2018-07-13,1000
254,1000_254,2018-08-26,1000
255,1000_255,2018-08-28,1000
256,1000_256,2018-06-18,1000
257,1000_257,2018-08-09,1000
258,1000_258,2018-05-25,1000
259,1000_259,2018-06-20,1000
260,1000_260,2018-08-31,1000
261,1000_261,2018-11-23,1000
262,1000_262,2018-12-04,1000
263,1000_263,2018-10-02,1000
264,1000_264,2018-10-28,1000
265,1000_265,2018-08-30,1000
266,1000_266,2018-10-18,1000
267,1000_267,2018-09-09,1000
268,1000_268,2018-06-03,1000
269,1000_269,2018-08-26,1000
270,1000_270,2018-09-21,1000
271,1000_271,2018-11-15,1000
272,1000_272,2018-12-28,1000
273,1000_273,2018-10-25,1000
274,1000_274,2018-09-14,1000
275,1000_275,2018-11-23,1000
276,1000_276,2018-08-23,1000
277,1000_277,2018-09-02,1000
278,1000_278,2018-08-31,1000
279,1000_279,2018-12-08,1000
280,1000_280,2018-11-15,1000
281,1000_281,2018-12-16,1000
282,1000_282,2018-08-27,1000
283,1000_283,2018-08-23,1000
284,1000_284,2018-10-13,1000
285,1000_285,2018-10-07,1000
286,1000_286,2018-12-14,1000
287,1000_287,2018-09-08,1000
288,1000_288,2018-09-24,1000
289,1000_289,2018-11-21,1000
290,1000_290,2018-11-30,1000
291,1000_291,2018-07-29,1000
292,1000_292,2018-07-12,1000
293,1000_293,2018-08-25,1000
294,1000_294,2018-08-03,1000
295,1000_295,2018-07-12,1000
296,1000_296,2018-05-29,1000
297,1000_297,2018-08-05,1000
298,1000_298,2018-09-20,1000
299,1000_299,2018-07-25,1000
300,1000_300,2018-12-18,1000
301,1000_301,2018-08-05,1000
302,1000_302,2018-08-22,1000
303,1000_303,2018-10-06,1000
304,1000_304,2018-08-23,1000
305,1000_305,2018-05-28,1000
306,1000_306,2018-12-30,1000
307,1000_307,2018-10-23,1000
308,1000_308,2018-08-08,1000
309,1000_309,2018-05-28,1000
310,1000_310,2018-07-26,1000
311,1000_311,2018-08-31,1000
312,1000_312,2018-12-15,1000
313,1000_313,2018-12-21,1000
314,1000_314,2018-07-07,1000
315,1000_315,2018-06-23,1000
316,1000_316,2018-06-26,1000
317,1000_317,2018-08-08,1000
318,1000_318,2018-11-19,1000
319,1000_319,2018-12-24,1000
320,1000_320,2018-07-14,1000
321,1000_321,2018-10-28,1000
322,1000_322,2018-09-28,1000
323,1000_323,2018-09-04,1000
324,1000_324,2018-07-04,1000
325,1000_325,2018-10-27,1000
326,1000_326,2018-12-25,1000
327,1000_327,2018-09-11,1000
328,1000_328,2018-09-11,1000
329,1000_329,2018-10-14,1000
330,1000_330,2018-12-06,1000
331,1000_331,2018-08-17,1000
332,1000_332,2018-07-11,1000
333,1000_333,2018-08-02,1000
334,1000_334,2018-11-17,1000
335,1000_335,2018-08-18,1000
336,1000_336,2018-12-06,1000
337,1000_337,2018-07-14,1000
338,1000_338,2018-12-29,1000
339,1000_339,2018-07-25,1000
340,1000_340,2018-07-24,1000
341,1000_341,2018-08-04,1000
342,1000_342,2018-08-14,1000
343,1000_343,2018-11-12,1000
344,1000_344,2018-05-28,1000
345,1000_345,2018-06-14,1000
346,1000_346,2018-08-08,1000
347,1000_347,2018-08-13,1000
348,1000_348,2018-05-28,1000
349,1000_349,2018-08-17,1000
350,1000_350,2018-07-02,1000
351,1000_351,2018-06-17,1000
352,1000_352,2018-10-25,1000
353,1000_353,2018-12-28,1000
354,1000_354,2018-09-06,1000
355,1000_355,2018-09-24,1000
356,1000_356,2018-08-03,1000
357,1000_357,2018-10-29,1000
358,1000_358,2018-09-21,1000
359,1000_359,2018-07-02,1000
360,1000_360,2018-07-07,1000
361,1000_361,2018-07-06,1000
362,1000_362,2018-06-25,1000
363,1000_363,2018-09-06,1000
364,1000_364,2018-06-28,1000
365,1000_365,2018-05-29,1000
366,1000_366,2018-09-14,1000
367,1000_367,2018-11-21,1000
368,1000_368,2018-09-16,1000
369,1000_369,2018-12-12,1000
370,1000_370,2018-06-24,1000
371,1000_371,2018-12-19,1000
372,1000_372,2018-08-03,1000
373,1000_373,2018-06-30,1000
374,1000_374,2018-07-22,1000
375,1000_375,2018-10-18,1000
376,1000_376,2018-10-06,1000
377,1000_377,2018-06-07,1000
378,1000_378,2018-09-15,1000
379,1000_379,2018-10-29,1000
380,1000_380,2018-12-21,1000
381,1000_381,2018-07-25,1000
382,1000_382,2018-09-22,1000
383,1000_383,2018-08-05,1000
384,1000_384,2018-10-21,1000
385,1000_385,2018-09-06,1000
386,1000_386,2018-10-15,1000
387,1000_387,2018-10-08,1000
388,1000_388,2018-06-27,1000
389,1000_389,2018-07-14,1000
390,1000_390,2018-12-12,1000
391,1000_391,2018-10-14,1000
392,1000_392,2018-08-26,1000
393,1000_393,2018-10-31,1000
394,1000_394,2018-11-04,1000
395,1000_395,2018-08-01,1000
396,1000_396,2018-06-11,1000
397,1000_397,2018-07-08,1000
398,1000_398,2018-10-05,1000
399,1000_399,2018-10-13,1000
400,1000_400,2018-07-27,1000
401,1000_401,2018-09-07,1000
402,1000_402,2018-10-01,1000
403,1000_403,2018-12-12,1000
404,1000_404,2018-07-20,1000
405,1000_405,2018-08-12,1000
406,1000_406,2018-12-29,1000
407,1000_407,2018-10-20,1000
408,1000_408,2018-06-29,1000
409,1000_409,2018-12-17,1000
410,1000_410,2018-07-10,1000
411,1000_411,2018-10-03,1000
412,1000_412,2018-12-11,1000
413,1000_413,2018-07-18,1000
414,1000_414,2018-06-08,1000
415,1000_415,2018-12-03,1000
416,1000_416,2018-08-04,1000
417,1000_417,2018-09-16,1000
418,1000_418,2018-10-15,1000
419,1000_419,2018-11-03,1000
420,1000_420,2018-09-28,1000
421,1000_421,2018-12-11,1000
422,1000_422,2018-05-30,1000
423,1000_423,2018-12-12,1000
424,1000_424,2018-06-17,1000
425,1000_425,2018-05-29,1000
426,1000_426,2018-12-13,1000
427,1000_427,2018-11-01,1000
428,1000_428,2018-06-11,1000
429,1000_429,2018-05-31,1000
430,1000_430,2018-05-30,1000
431,1000_431,2018-11-03,1000
432,1000_432,2018-09-03,1000
433,1000_433,2018-06-10,1000
434,1000_434,2018-08-21,1000
435,1000_435,2018-08-21,1000
436,1000_436,2018-06-12,1000
437,1000_437,2018-11-08,1000
438,1000_438,2018-11-02,1000
439,1000_439,2018-08-23,1000
440,1000_440,2018-08-23,1000
441,1000_441,2018-09-30,1000
442,1000_442,2018-08-09,1000
443,1000_443,2018-06-16,1000
444,1000_444,2018-10-11,1000
445,1000_445,2018-07-01,1000
446,1000_446,2018-08-05,1000
447,1000_447,2018-10-03,1000
448,1000_448,2018-09-08,1000
449,1000_449,2018-06-30,1000
450,1000_450,2018-10-07,1000
451,1000_451,2018-08-16,1000
452,1000_452,2018-08-14,1000
453,1000_453,2018-07-06,1000
454,1000_454,2018-07-09,1000
455,1000_455,2018-12-10,1000
456,1000_456,2018-11-27,1000
457,1000_457,2018-10-25,1000
458,1000_458,2018-10-30,1000
459,1000_459,2018-09-09,1000
460,1000_460,2018-09-03,1000
461,1000_461,2018-10-16,1000
462,1000_462,2018-11-11,1000
463,1000_463,2018-10-12,1000
464,1000_464,2018-07-13,1000
465,1000_465,2018-08-23,1000
466,1000_466,2018-06-25,1000
467,1000_467,2018-07-25,1000
468,1000_468,2018-07-03,1000
469,1000_469,2018-05-29,1000
470,1000_470,2018-07-30,1000
471,1000_471,2018-08-24,1000
472,1000_472,2018-11-26,1000
473,1000_473,2018-07-24,1000
474,1000_474,2018-11-19,1000
475,1000_475,2018-11-14,1000
476,1000_476,2018-09-20,1000
477,1000_477,2018-10-20,1000
478,1000_478,2018-12-18,1000
479,1000_479,2018-08-05,1000
480,1000_480,2018-05-29,1000
481,1000_481,2018-11-09,1000
482,1000_482,2018-07-28,1000
483,1000_483,2018-06-04,1000
484,1000_484,2018-10-11,1000
485,1000_485,2018-10-27,1000
486,1000_486,2018-12-22,1000
487,1000_487,2018-08-31,1000
488,1000_488,2018-05-30,1000
489,1000_489,2018-12-12,1000
490,1000_490,2018-08-15,1000
491,1000_491,2018-09-23,1000
492,1000_492,2018-10-30,1000
493,1000_493,2018-07-23,1000
494,1000_494,2018-09-14,1000
495,1000_495,2018-12-11,1000
496,1002_0,2018-11-24,1002
497,1002_1,2018-10-26,1002
498,1002_2,2018-10-13,1002
499,1002_3,2018-12-09,1002
500,1002_4,2018-11-12,1002
501,1002_5,2018-08-07,1002
502,1002_6,2018-11-18,1002
503,1002_7,2018-12-11,1002
504,1002_8,2018-08-10,1002
505,1002_9,2018-06-17,1002
506,1002_10,2018-07-27,1002
507,1002_11,2018-11-22,1002
508,1002_12,2018-07-29,1002
509,1002_13,2018-10-20,1002
510,1002_14,2018-10-26,1002
511,1002_15,2018-07-22,1002
512,1002_16,2018-12-01,1002
513,1002_17,2018-08-20,1002
514,1002_18,2018-08-31,1002
515,1002_19,2018-08-24,1002
516,1002_20,2018-07-14,1002
517,1002_21,2018-11-07,1002
518,1002_22,2018-09-06,1002
519,1002_23,2018-11-24,1002
520,1002_24,2018-12-15,1002
521,1002_25,2018-11-11,1002
522,1002_26,2018-08-12,1002
523,1002_27,2018-07-23,1002
524,1002_28,2018-06-23,1002
525,1002_29,2018-12-21,1002
526,1002_30,2018-10-09,1002
527,1002_31,2018-11-25,1002
528,1002_32,2018-09-27,1002
529,1002_33,2018-11-14,1002
530,1002_34,2018-11-29,1002
531,1002_35,2018-07-18,1002
532,1002_36,2018-12-17,1002
533,1002_37,2018-09-30,1002
534,1002_38,2018-08-12,1002
535,1002_39,2018-06-19,1002
536,1002_40,2018-10-16,1002
537,1002_41,2018-11-27,1002
538,1002_42,2018-11-12,1002
539,1002_43,2018-11-25,1002
540,1002_44,2018-12-22,1002
541,1002_45,2018-08-15,1002
542,1002_46,2018-12-12,1002
543,1002_47,2018-10-18,1002
544,1002_48,2018-12-17,1002
545,1002_49,2018-10-31,1002
546,1002_50,2018-06-23,1002
547,1002_51,2018-11-01,1002
548,1002_52,2018-08-27,1002
549,1002_53,2018-07-12,1002
550,1002_54,2018-07-03,1002
551,1002_55,2018-08-10,1002
552,1002_56,2018-10-07,1002
553,1002_57,2018-11-07,1002
554,1002_58,2018-11-17,1002
555,1002_59,2018-09-02,1002
556,1002_60,2018-07-12,1002
557,1002_61,2018-08-30,1002
558,1002_62,2018-08-31,1002
559,1002_63,2018-08-06,1002
560,1002_64,2018-10-18,1002
561,1002_65,2018-12-16,1002
562,1002_66,2018-12-06,1002
563,1002_67,2018-12-05,1002
564,1002_68,2018-07-30,1002
565,1002_69,2018-07-22,1002
566,1003_0,2018-09-22,1003
567,1003_1,2018-08-31,1003
568,1003_2,2018-11-04,1003
569,1003_3,2018-11-15,1003
570,1003_4,2018-10-18,1003
571,1003_5,2018-12-23,1003
572,1003_6,2018-09-25,1003
573,1003_7,2018-12-04,1003
574,1003_8,2018-12-14,1003
575,1003_9,2018-09-12,1003
576,1003_10,2018-10-06,1003
577,1003_11,2018-11-12,1003
578,1003_12,2018-09-20,1003
579,1003_13,2018-08-18,1003
580,1003_14,2018-11-04,1003
581,1003_15,2018-09-09,1003
582,1003_16,2018-11-30,1003
583,1003_17,2018-11-21,1003
584,1003_18,2018-09-25,1003
585,1003_19,2018-08-18,1003
586,1003_20,2018-11-25,1003
587,1003_21,2018-09-15,1003
588,1003_22,2018-08-24,1003
589,1003_23,2018-11-21,1003
590,1003_24,2018-10-30,1003
591,1003_25,2018-11-20,1003
592,1003_26,2018-08-27,1003
593,1003_27,2018-08-30,1003
594,1003_28,2018-12-24,1003
595,1003_29,2018-11-20,1003
596,1003_30,2018-12-10,1003
597,1003_31,2018-12-06,1003
598,1003_32,2018-09-16,1003
599,1003_33,2018-11-20,1003
600,1003_34,2018-12-19,1003
601,1003_35,2018-10-06,1003
602,1003_36,2018-11-11,1003
603,1003_37,2018-11-05,1003
604,1003_38,2018-10-09,1003
605,1003_39,2018-08-22,1003
606,1003_40,2018-09-20,1003
607,1003_41,2018-08-31,1003
608,1003_42,2018-10-11,1003
609,1003_43,2018-12-21,1003
610,1003_44,2018-08-27,1003
611,1003_45,2018-11-15,1003
612,1003_46,2018-10-30,1003
613,1003_47,2018-11-22,1003
614,1003_48,2018-09-21,1003
615,1003_49,2018-11-06,1003
616,1003_50,2018-08-23,1003
617,1003_51,2018-10-21,1003
618,1003_52,2018-10-19,1003
619,1003_53,2018-10-07,1003
620,1003_54,2018-12-20,1003
621,1003_55,2018-09-12,1003
622,1003_56,2018-12-20,1003
623,1003_57,2018-10-29,1003
624,1003_58,2018-09-20,1003
625,1003_59,2018-09-19,1003
626,1003_60,2018-10-31,1003
627,1003_61,2018-11-19,1003
628,1003_62,2018-11-26,1003
629,1003_63,2018-08-17,1003
630,1003_64,2018-09-29,1003
631,1003_65,2018-09-19,1003
632,1003_66,2018-12-27,1003
633,1003_67,2018-10-19,1003
634,1003_68,2018-10-02,1003
635,1003_69,2018-09-09,1003
636,1003_70,2018-11-08,1003
637,1003_71,2018-11-01,1003
638,1003_72,2018-10-24,1003
639,1003_73,2018-10-12,1003
640,1003_74,2018-11-10,1003
641,1003_75,2018-08-27,1003
642,1003_76,2018-11-10,1003
643,1003_77,2018-10-14,1003
644,1003_78,2018-10-28,1003
645,1003_79,2018-12-01,1003
646,1003_80,2018-12-26,1003
647,1003_81,2018-11-13,1003
648,1003_82,2018-08-17,1003
649,1003_83,2018-10-10,1003
650,1003_84,2018-09-29,1003
651,1003_85,2018-09-05,1003
652,1003_86,2018-10-01,1003
653,1003_87,2018-09-18,1003
654,1003_88,2018-09-16,1003
655,1003_89,2018-09-06,1003
656,1003_90,2018-11-05,1003
657,1003_91,2018-11-29,1003
658,1003_92,2018-12-03,1003
659,1003_93,2018-12-31,1003
660,1003_94,2018-09-09,1003
661,1003_95,2018-11-13,1003
662,1003_96,2018-11-24,1003
663,1003_97,2018-09-03,1003
664,1003_98,2018-12-08,1003
665,1003_99,2018-09-25,1003
666,1003_100,2018-09-27,1003
667,1003_101,2018-09-22,1003
668,1003_102,2018-12-17,1003
669,1003_103,2018-10-06,1003
670,1003_104,2018-10-09,1003
671,1003_105,2018-11-04,1003
672,1003_106,2018-12-12,1003
673,1003_107,2018-10-04,1003
674,1003_108,2018-09-14,1003
675,1003_109,2018-09-24,1003
676,1003_110,2018-11-20,1003
677,1003_111,2018-12-03,1003
678,1003_112,2018-11-01,1003
679,1003_113,2018-08-22,1003
680,1003_114,2018-11-26,1003
681,1003_115,2018-11-27,1003
682,1003_116,2018-10-15,1003
683,1003_117,2018-12-16,1003
684,1003_118,2018-11-15,1003
685,1003_119,2018-11-29,1003
686,1003_120,2018-09-19,1003
687,1003_121,2018-12-05,1003
688,1003_122,2018-12-24,1003
689,1003_123,2018-11-17,1003
690,1003_124,2018-10-16,1003
691,1003_125,2018-10-15,1003
692,1003_126,2018-12-11,1003
693,1003_127,2018-09-18,1003
694,1003_128,2018-09-09,1003
695,1003_129,2018-08-28,1003
696,1003_130,2018-11-21,1003
697,1003_131,2018-09-10,1003
698,1003_132,2018-11-08,1003
699,1003_133,2018-11-04,1003
700,1003_134,2018-09-08,1003
701,1003_135,2018-09-28,1003
702,1003_136,2018-11-16,1003
703,1003_137,2018-10-24,1003
704,1003_138,2018-09-26,1003
705,1003_139,2018-09-24,1003
706,1003_140,2018-11-24,1003
707,1003_141,2018-12-11,1003
708,1003_142,2018-11-07,1003
709,1003_143,2018-08-18,1003
710,1003_144,2018-11-09,1003
711,1003_145,2018-09-29,1003
712,1003_146,2018-12-12,1003
713,1003_147,2018-10-09,1003
714,1003_148,2018-10-29,1003
715,1003_149,2018-12-17,1003
716,1003_150,2018-09-04,1003
717,1003_151,2018-10-21,1003
718,1003_152,2018-12-18,1003
719,1003_153,2018-08-30,1003
720,1003_154,2018-11-26,1003
721,1003_155,2018-12-01,1003
722,1003_156,2018-10-21,1003
723,1003_157,2018-09-27,1003
724,1003_158,2018-09-11,1003
725,1003_159,2018-10-28,1003
726,1003_160,2018-10-03,1003
727,1003_161,2018-09-23,1003
728,1003_162,2018-09-08,1003
729,1003_163,2018-12-07,1003
730,1003_164,2018-10-21,1003
731,1003_165,2018-12-31,1003
732,1003_166,2018-10-12,1003
733,1003_167,2018-11-21,1003
734,1003_168,2018-09-10,1003
735,1003_169,2018-10-27,1003
736,1003_170,2018-11-06,1003
737,1003_171,2018-09-15,1003
738,1003_172,2018-10-12,1003
739,1003_173,2018-09-04,1003
740,1003_174,2018-09-10,1003
741,1003_175,2018-11-21,1003
742,1003_176,2018-11-14,1003
743,1003_177,2018-09-21,1003
744,1003_178,2018-11-02,1003
745,1003_179,2018-10-04,1003
746,1003_180,2018-12-14,1003
747,1003_181,2018-12-23,1003
748,1003_182,2018-12-28,1003
749,1003_183,2018-12-12,1003
750,1003_184,2018-11-16,1003
751,1003_185,2018-09-18,1003
752,1003_186,2018-10-14,1003
753,1003_187,2018-11-19,1003
754,1003_188,2018-10-09,1003
755,1003_189,2018-09-27,1003
756,1003_190,2018-11-21,1003
757,1003_191,2018-12-04,1003
758,1003_192,2018-11-02,1003
759,1003_193,2018-12-03,1003
760,1003_194,2018-12-26,1003
761,1003_195,2018-11-30,1003
762,1003_196,2018-10-20,1003
763,1003_197,2018-10-03,1003
764,1003_198,2018-11-23,1003
765,1003_199,2018-08-24,1003
766,1003_200,2018-09-27,1003
767,1003_201,2018-11-16,1003
768,1003_202,2018-11-15,1003
769,1003_203,2018-11-18,1003
770,1003_204,2018-12-30,1003
771,1003_205,2018-12-20,1003
772,1003_206,2018-10-26,1003
773,1003_207,2018-10-23,1003
774,1003_208,2018-10-04,1003
775,1003_209,2018-09-13,1003
776,1003_210,2018-11-15,1003
777,1003_211,2018-10-22,1003
778,1003_212,2018-11-05,1003
779,1003_213,2018-10-25,1003
780,1003_214,2018-08-31,1003
781,1003_215,2018-09-23,1003
782,1003_216,2018-11-30,1003
783,1003_217,2018-09-09,1003
784,1003_218,2018-11-02,1003
785,1003_219,2018-12-04,1003
786,1003_220,2018-12-26,1003
787,1003_221,2018-10-03,1003
788,1003_222,2018-10-10,1003
789,1003_223,2018-09-20,1003
790,1003_224,2018-09-28,1003
791,1003_225,2018-10-24,1003
792,1003_226,2018-11-04,1003
793,1003_227,2018-09-14,1003
794,1003_228,2018-08-29,1003
795,1003_229,2018-10-15,1003
796,1003_230,2018-09-23,1003
797,1003_231,2018-09-18,1003
798,1003_232,2018-12-19,1003
799,1003_233,2018-12-04,1003
800,1003_234,2018-09-21,1003
801,1003_235,2018-12-28,1003
802,1003_236,2018-10-14,1003
803,1003_237,2018-08-23,1003
804,1003_238,2018-09-20,1003
805,1003_239,2018-09-30,1003
806,1003_240,2018-08-20,1003
807,1003_241,2018-11-17,1003
808,1003_242,2018-12-06,1003
809,1003_243,2018-11-01,1003
810,1003_244,2018-10-15,1003
811,1003_245,2018-10-12,1003
812,1003_246,2018-10-01,1003
813,1003_247,2018-11-04,1003
814,1003_248,2018-12-25,1003
815,1003_249,2018-09-05,1003
816,1003_250,2018-10-02,1003
817,1003_251,2018-09-08,1003
818,1003_252,2018-12-03,1003
819,1003_253,2018-10-04,1003
820,1003_254,2018-10-09,1003
821,1003_255,2018-08-28,1003
